study,condition_arm1,condition_arm2,multi_arm1,multi_arm2,outcome_type,instrument,rating,instrument_symptom,primary_instrument,cov_time_point,study_time_point,time_days,time_weeks,primary_timepoint,post_crossover,n_arm1,mean_arm1,sd_arm1,n_arm2,mean_arm2,sd_arm2,n_change_arm1,mean_change_arm1,sd_change_arm1,n_change_arm2,mean_change_arm2,sd_change_arm2,event_arm1,totaln_arm1,event_arm2,totaln_arm2,baseline_m_arm1,baseline_sd_arm1,baseline_n_arm1,baseline_m_arm2,baseline_sd_arm2,baseline_n_arm2,d1,d2,d3,d4,d5,rob,year,drug_arm1,drug_arm2,dose_arm1,dose_arm2,name_arm1,name_arm2,n_dosing_sessions,cumulative_dose_arm1,cumulative_dose_arm2,dose_days,dose_weeks,mean_age,percent_women,diagnosis,target_group,design,blinding,doi,registration_number,full_ref
Ross 2016,psil,ncn,NA,NA,msd,hads-d,self-report,depression,0,Post-first dose 3,6 weeks post-dose 1,63,9.0,0,0,14.0,2.263,3.4797413696997657,14.0,6.761,3.101833973635597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,42,6.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,msd,hads-d,self-report,depression,0,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,12.0,2.734,3.308217042456555,14.0,6.101,3.2889168429742943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,msd,hads-d,self-report,depression,0,Post-second dose 2,6 weeks post-dose 2,112,16.0,0,1,12.0,1.791,3.308217042456555,11.0,4.906,3.1673766747894065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,41,5.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,msd,hads-d,self-report,depression,0,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,11.0,1.96,3.3332079143071764,12.0,4.271,3.308217042456555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,bdi,self-report,depression,1,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14.0,4,15.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,bdi,self-report,depression,1,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12.0,2,14.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,bdi,self-report,depression,1,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.0,7,12.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,hads-d,self-report,depression,0,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14.0,3,15.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,hads-d,self-report,depression,0,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12.0,6,14.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,hads-d,self-report,depression,0,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.0,7,12.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-d,self-report,depression,0,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14.0,3,15.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-d,self-report,depression,0,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,12.0,6,14.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-d,self-report,depression,0,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.0,7,12.0,5.298,3.4797413696997657,14.0,7.007,3.501176944971505,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,bdi,self-report,depression,1,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14.0,4,15.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,bdi,self-report,depression,1,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12.0,2,14.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,remission,bdi,self-report,depression,1,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.0,7,12.0,15.176,7.097924062710167,14.0,16.92,6.952005106442313,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,unknown,hads,self-report,anxiety and depression,0,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,14.0,3,15.0,16.781,4.886604547126767,14.0,16.83,5.061989233493094,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,unknown,hads,self-report,anxiety and depression,0,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,12.0,3,14.0,16.781,4.886604547126767,14.0,16.83,5.061989233493094,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,unknown,hads,self-report,anxiety and depression,0,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,11.0,7,12.0,16.781,4.886604547126767,14.0,16.83,5.061989233493094,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-a,self-report,anxiety,0,Post-first dose 1,1 day post-dose 1,22,3.14,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,14.0,6,15.0,11.404,3.2589835838801027,14.0,9.813,3.5205418617025424,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,1,0.14,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-a,self-report,anxiety,0,Post-first dose 4,7 weeks post-dose 1 and 1 day pre-dose 2,70,10.0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,12.0,2,14.0,11.404,3.2589835838801027,14.0,9.813,3.5205418617025424,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,1,21.0,250.0,49,7.0,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Ross 2016,psil,ncn,NA,NA,response,hads-a,self-report,anxiety,0,Post-second dose 3,26 weeks post-dose 2,252,36.0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,11.0,7,12.0,11.404,3.2589835838801027,14.0,9.813,3.5205418617025424,15.0,Low,Low,Low,Some concerns,Some concerns,Some concerns,2016,psilocybin,niacin,0.3 mg/kg,250 mg,Psilocybin 1st group,Niacin 1st group,2,21.0,250.0,181,25.86,56.0,61.1,cancer,life-threatening cancer patients with mood or adjustment disorder,crossover,double-blind,10.1177/0269881116675512,NCT00957359,"Ross, S., Bossis, A., Guss, J., Agin-Liebes, G., Malone, T., Cohen, B., Mennenga, S. E., Belser, A., Kalliontzi, K., Babb, J., Su, Z., Corby, P., & Schmidt, B. L. (2016). Rapid and sustained symptom reduction following psilocybin treatment for anxiety and depression in patients with life-threatening cancer: A randomized controlled trial. Journal of Psychopharmacology, 30(12), 1165–1180. https://doi.org/10.1177/0269881116675512"
Grob 2011,psil,ncn,NA,NA,msd,bdi,self-report,depression,1,Pre-first dose 1,1 day before experimental session,-1,-0.14,0,1,12.0,16.09,12.709788825940421,12.0,14.369,13.648560363642751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,0,0.0,0.0,NA,NA,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 1,1 day after experimental session,1,0.14,0,1,12.0,11.442,10.04243058228435,12.0,13.208,11.767553186622951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,1,0.14,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,bdi,self-report,depression,1,Post-first dose 2,2 weeks after experimental session,14,2.0,1,1,12.0,10.054,9.25607951564808,12.0,13.27,10.981202119986682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,14,2.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (trait),self-report,trait anxiety,0,Pre-first dose 1,1 day before experimental session,-1,-0.14,0,1,12.0,43.037,8.843851423446687,12.0,41.133,15.477606016435486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,0,0.0,0.0,NA,NA,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
Grob 2011,psil,ncn,NA,NA,msd,stai (trait),self-report,trait anxiety,0,DOSE 1,conclusion of experimental session (6 hours after),0,0.0,0,1,12.0,36.364,9.650987099773785,12.0,40.077,12.26291971758765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Low,Some concerns,Low,Some concerns,High,High,2011,psilocybin,niacin,0.2 mg/kg,250 mg,psilocybin,niacin placebo,1,14.0,250.0,0,0.0,NA,NA,cancer,advanced cancer patients with mood or adjustment disorder,crossover,double-blind,10.1001/archgenpsychiatry.2010.116,NCT00302744,"Grob, C., Danforth, A., Chopra, G., Hagerty, M., McKay, C., Halberstadt, A., & Greer, G. (2011). Pilot Study of Psilocybin Treatment for Anxiety in Patients With Advanced-Stage Cancer. ARCHIVES OF GENERAL PSYCHIATRY, 68(1), 71–78. https://doi.org/10.1001/archgenpsychiatry.2010.116"
